ID,reviews,date,nps_score,clinic,city,state,polarity_score,label,nps_label,timestamp
a2p3g000000qYY6AAM,doctor and assistants are pleasant to be around    can get appointment in a timely manner   quality healthcare ,24-02-2021,8,Pueblo West Generations Primary Care,Pueblo West,CO,0.6597,Positive,Passive,1614105000.0
a2p4w000002JwUmAAK,i am still new to the clinic and learning how it works ,06-05-2021,7,Grand Junction Trailhead Clinic,Grand Junction,CO,0.4939,Positive,Passive,1620239400.0
a2p4w000001prGWAAY,provider was very friendly and knowledgeable  many provider options for telehealth  we don t have a paladina provider locally  i like the idea of having a provider available at all hours and low cost ,01-04-2021,7,Montrose Trailhead Clinic,Montrose,CO,0.8689,Positive,Passive,1617215400.0
a2p4w000002JtIOAA0,they did not see me  i think they mostly do not see people ,03-05-2021,2,Louisville Humana East Health Center,Louisville,KY,0.34,Positive,Detractor,1619980200.0
a2p4w000002K8fSAAS,my provider took the time to get to know me  listen to my concerns  and connect me to care that will improve my physical and mental health  thank you ,25-05-2021,8,Lakewood Belmar Medical Building Clinic,Lakewood,CO,0.0,Neutral,Passive,1621881000.0
a2p4w000002JzdNAAS,i am a member of a local  ,11-05-2021,8,Seven Hills Lombardo Center Clinic,Seven Hills,OH,0.4939,Positive,Passive,1620671400.0
a2p3g000000qUObAAM,felt the attention and care were good,18-02-2021,8,Altais Monterey Ryan Ranch,Monterey,CA,0.0,Positive,Passive,1613586600.0
a2p4w000001piLmAAI,i really don t reccomend doctors  most people just choose their own ,21-03-2021,7,Euclid Lincoln Electric Clinic,Euclid,OH,0.4939,Positive,Passive,1616265000.0
a2p4w000002K0hQAAS,typically very easy to make an appointment and get in either via an in person or phone call ,12-05-2021,8,Akron S. Main Health Center,Akron,OH,0.4939,Positive,Passive,1620757800.0
a2p4w000001ptSKAAY,the providers that paladina currently have  are not providers that have patient interest as the focus of treatment ,08-04-2021,2,Denver Lowry Medical Plaza Clinic,Denver,CO,-0.3818,Negative,Detractor,1617820200.0
a2p4w000002JzfTAAS,not all of my friends have health insurance that would cover this care ,11-05-2021,8,Arvada City of Arvada Clinic,Arvada,CO,0.0538,Positive,Passive,1620671400.0
a2p4w000001q0tSAAQ,friendly and knowledgeable  i felt encouraged with information about health and better choices without feeling judged,20-04-2021,8,Broomfield Buffalo Ridge Clinic,Broomfield,CO,0.4404,Positive,Passive,1618857000.0
a2p4w000002Jr9oAAC,friendly  educational  well informed,29-04-2021,8,Sterling Inspire Health,Sterling,CO,0.3182,Positive,Passive,1619634600.0
a2p4w000002JmvYAAS,if i don t want treatment for a condition  i shouldn t be forced to endure long speeches and threats ,24-04-2021,0,Mayville Metalcraft Clinic,Mayville,WI,0.6249,Positive,Detractor,1619202600.0
a2p3g000000qZe4AAE,quick appointment scheduling  professional care ,25-02-2021,8,Grand Junction Trailhead Clinic,Grand Junction,CO,0.204,Positive,Passive,1614191400.0
a2p4w000002JmoIAAS,convenient quick response,23-04-2021,8,Arvada City of Arvada Clinic,Arvada,CO,0.5994,Positive,Passive,1619116200.0
a2p4w000001pnBIAAY,appointment was timely and handled in a friendly  professional manner ,26-03-2021,8,Sheboygan Falls Plankview Office,Sheboygan Falls,WI,0.1386,Positive,Passive,1616697000.0
a2p4w000002JzeaAAC,all depends on what their insurance allows them to do,11-05-2021,7,Arvada City of Arvada Clinic,Arvada,CO,0.0,Neutral,Passive,1620671400.0
a2p1U000000RoM7QAK,friendly affordable,06-07-2018,8,Pueblo West Generations Primary Care,Pueblo West,CO,0.4939,Positive,Passive,1530815400.0
a2p1U000000RpwZQAS,good people,21-02-2018,8,Akron S. Main Health Center,Akron,OH,0.7184,Positive,Passive,1519151400.0
a2p1U000000RshiQAC,the paladina clinic is easy to access and i have never had a problem scheduling an appointment within a few days ,22-12-2015,8,Arvada City of Arvada Clinic,Arvada,CO,0.101,Positive,Passive,1450722600.0
a2p1U000000RpINQA0,low costs  respect for my time  no waiting,19-07-2019,8,Akron S. Main Health Center,Akron,OH,0.8999,Positive,Passive,1563474600.0
a2p1U000000RpeFQAS,convenient,11-09-2017,5,Tacoma Health Center,Tacoma,WA,0.4215,Positive,Detractor,1505068200.0
a2p1U000000RuwQQAS,rene is wonderful with taking her time to go over everything  answer question and help with any concerns  she has been great with providing me information and making sure all my children is getting the best care   ,30-09-2015,8,Louisville Park Plaza Clinic,Louisville,KY,0.0,Positive,Passive,1443551400.0
a2p3g000000oRdCAAU,so far it seems pretty easy to contact and schedule  dr  gorman has a real easy   bedside manner   ,11-08-2020,8,Grand Junction Trailhead Clinic,Grand Junction,CO,0.0,Positive,Passive,1597084200.0
a2p1U000000RsklQAC,the doctor cares their patients,15-01-2016,8,Lakewood Belmar Medical Building Clinic,Lakewood,CO,0.3612,Positive,Passive,1452796200.0
a2p1U000000RpMRQA0,i enjoyed the individual attention but i am not sure this is the right place for me yet   it might just be my own aversion to the doctors office in general though so i am open to continuing for now ,08-08-2019,6,Broomfield Buffalo Ridge Clinic,Broomfield,CO,0.0,Neutral,Detractor,1565202600.0
a2p1U000000RseHQAS,i feel the program is great for people not really haveing the funds to go to the dr  when they really need to its different from a reg docter office as far as cost ,12-11-2015,8,Tacoma Health Center,Tacoma,WA,0.6678,Positive,Passive,1447266600.0
a2p3g000000oeXOAAY,we are lucky to have paladina as a choice through my husband s employer   not everyone has that choice and the cost may be too high ,25-08-2020,8,Akron S. Main Health Center,Akron,OH,0.3612,Positive,Passive,1598293800.0
a2p1U000000RqUqQAK,good service,23-12-2014,8,Arvada City of Arvada Clinic,Arvada,CO,0.0,Positive,Passive,1419273000.0
a2p1U000000RoK7QAK,long wait  felt unorganized ,09-07-2018,4,Arvada City of Arvada Clinic,Arvada,CO,0.4939,Positive,Detractor,1531074600.0
a2p1U000000RpbiQAC,its hard to get an appointment  one of the doctors is completely out of touch ,25-09-2017,6,Puyallup Meeker's Landing Clinic,Puyallup,WA,0.7089,Positive,Detractor,1506277800.0
a2p1U000000RoLUQA0,i like that the physicians spend adequate time with their patients   i have been able to go to paladina for things i used to see a specialist for  once i was in maintenance mode  ,09-07-2018,8,Broomfield Buffalo Ridge Clinic,Broomfield,CO,0.8957,Positive,Passive,1531074600.0
a2p1U000000Rt1eQAC,convenience,06-10-2016,7,Arvada City of Arvada Clinic,Arvada,CO,0.0,Neutral,Passive,1475692200.0
a2p3g000000KzsUAAS,i like my doctor,28-04-2020,8,Denver Lowry Medical Plaza Clinic,Denver,CO,0.4927,Positive,Passive,1588012200.0
a2p3g000000oeUIAAY,i will tell coworkers  i fill it is a good place to go ,04-09-2020,8,North Canton Lauby Rd,North Canton,OH,0.3612,Positive,Passive,1599157800.0
a2p1U000000Rp1EQAS,very nice people very professional to the point,28-09-2018,8,Grand Junction Trailhead Clinic,Grand Junction,CO,0.2625,Positive,Passive,1538073000.0
a2p1U000000Ro8OQAS,convenient location  quick appointment  medication available to have at the time of the appointment  i came with a reaction of some sorts that had an area around my eyes itch  and have a rash   conclusion   allergy of some sort   i still do not know what caused it  or how to avoid it in the future ,05-04-2018,7,Arvada City of Arvada Clinic,Arvada,CO,0.5849,Positive,Passive,1522866600.0
a2p1U000000RqVGQA0,quick and easy to get in ,12-12-2014,7,Broomfield Buffalo Ridge Clinic,Broomfield,CO,0.0,Positive,Passive,1418322600.0
a2p1U000000RsmpQAC,like that you can actually talk  really talk with your doctor   you have time ,07-01-2016,5,Lakewood Belmar Medical Building Clinic,Lakewood,CO,0.4939,Positive,Detractor,1452105000.0
a2p1U000000RtTrQAK,my family and co workers are already members of paladina   i would recommend if a situation came up where someone asked ,17-03-2017,8,Arvada City of Arvada Clinic,Arvada,CO,0.802,Positive,Passive,1489689000.0
a2p1U000000RuuAQAS,it s very convenient ,16-07-2015,8,Oconomowoc Sentry Equipment Clinic,Oconomowoc,WI,0.4404,Positive,Passive,1436985000.0
a2p1U000000RqUfQAK,did not have to wait and doctor spent plenty of time on appointment ,08-12-2014,7,Arvada City of Arvada Clinic,Arvada,CO,0.4939,Positive,Passive,1417977000.0
a2p3g000000oReBAAU,very friendly office ,28-07-2020,7,Arvada City of Arvada Clinic,Arvada,CO,0.4215,Positive,Passive,1595874600.0
a2p4w000001psyPAAQ,i like it for the no copay benefits  it was hard to get in initially ,07-04-2021,7,Akron S. Main Health Center,Akron,OH,0.5081,Positive,Passive,1617733800.0
a2p3g000000pJxuAAE,one provider has been consistent since our employer began using paladina but the second doctor has been a revolving door of providers who are terrible listeners and just want to push new prescriptions,24-10-2020,5,Monroe Campus Park Clinic,Monroe,NC,-0.5106,Extreme,Detractor,1603477800.0
a2p3g000000p49RAAQ,they were friendly and made me feel comfortable ,13-10-2020,7,Colorado Springs Wall Street Clinic,Colorado Springs,CO,0.4754,Positive,Passive,1602527400.0
a2p3g000000owKzAAI,my physician kim spencer is personable and always make sure she consider my medications before prescribing anything and she goes the extra mile with checking price at the pharmacy,29-09-2020,7,Louisville Humana East Health Center,Louisville,KY,0.4939,Positive,Passive,1601317800.0
a2p3g000000pjoAAAQ,it s convenient and i like that i can talk to a provider when needed instead of taking up in person time ,03-12-2020,8,Akron-White Pond Drive Clinic,Akron,OH,0.3724,Positive,Passive,1606933800.0
a2p3g000000pXw7AAE,love our doctor  laura and jill   the reason i didn t give a    is due to the admin side of things ,12-11-2020,8,Oconomowoc Sentry Equipment Clinic,Oconomowoc,WI,0.8442,Positive,Passive,1605119400.0
a2p3g000000pL1JAAU,i appreciated the time i am able to spend with the providers without feeling rushed,26-10-2020,8,Denver 15th Street Clinic,Denver,CO,0.0,Positive,Passive,1603650600.0
a2p3g000000p4NHAAY,i ve had good service  and i really love that as a state employee it s free ,13-10-2020,8,Fort Collins Caring for the Family,Fort Collins,CO,0.0,Positive,Passive,1602527400.0
a2p3g000000q7N9AAI,the convenience of early morning appointments ,15-01-2021,8,North Canton Lauby Rd,North Canton,OH,0.875,Positive,Passive,1610649000.0
a2p3g000000pTDIAA2,great service but waiting on a appointment takes time ,05-11-2020,8,Clifton Brighton Road Office,Clifton,NJ,0.8885,Positive,Passive,1604514600.0
a2p3g000000pKz8AAE,easy to get an appointment    staff are nice and caring ,26-10-2020,8,Mayville Metalcraft Clinic,Mayville,WI,0.6249,Positive,Passive,1603650600.0
a2p3g000000owOpAAI,the office is efficient and i receive the care in a timely manner  information is available as i need it online and the staff is always friendly and positive ,16-09-2020,8,Denver State Capitol Clinic,Denver,CO,0.5106,Positive,Passive,1600194600.0
a2p3g000000pT9kAAE,less busy than a typical family practice,05-11-2020,6,Louisville Park Plaza Clinic,Louisville,KY,0.296,Positive,Detractor,1604514600.0
a2p3g000000pYrrAAE,no bad experiences this far ,13-11-2020,8,Denver State Capitol Clinic,Denver,CO,0.4404,Positive,Passive,1605205800.0
a2p3g000000p2VOAAY,getting my results from my thyroid test every time i called nobody had any answers and said they would find out and call back and never did,12-10-2020,7,Grand Junction Trailhead Clinic,Grand Junction,CO,0.2263,Positive,Passive,1602441000.0
a2p3g000000pg4YAAQ,don t know that much about paladina yet  all i had done was stuff for a biometric test ,25-11-2020,8,New Berlin Health Center,New Berlin,WI,0.0,Neutral,Passive,1606242600.0
a2p3g000000pbtRAAQ,ease of appointments and good service ,18-11-2020,8,DTC Centrum Healthcare Center Clinic,Greenwood Village,CO,0.5967,Positive,Passive,1605637800.0
a2p3g000000p1MOAAY,friendly   knowledgeable   concerned ,12-10-2020,8,New Berlin Health Center,New Berlin,WI,0.6728,Positive,Passive,1602441000.0
a2p3g000000owNTAAY,good follow up  easy to make appointments online  it would be much better if office in person visit could be scheduled online as well ,19-09-2020,8,Lakewood Belmar Medical Building Clinic,Lakewood,CO,0.4939,Positive,Passive,1600453800.0
a2p3g000000pYqPAAU,i have had email and phone interactions with all positive   no in person as of yet ,13-11-2020,7,Akron S. Main Health Center,Akron,OH,0.0,Neutral,Passive,1605205800.0
a2p3g000000owKlAAI,prompt appointments and service,30-09-2020,7,Euclid Lincoln Electric Clinic,Euclid,OH,0.2263,Positive,Passive,1601404200.0
a2p1U000000RqghQAC,friendly staff  affordability  location ,27-07-2015,8,Tacoma Health Center,Tacoma,WA,0.5719,Positive,Passive,1437935400.0
a2p1U000000l8DhQAI,not in my nature to be glowing about anything ,18-10-2019,8,Arvada City of Arvada Clinic,Arvada,CO,0.734,Positive,Passive,1571337000.0
a2p1U000000Rsh7QAC,the level of personal care provided without a long wait in the waiting room  followed by a long wait in the exam room   only to be followed by a quick rushed visit that feels disconnected with the doctor ,06-11-2015,8,Lakewood Belmar Medical Building Clinic,Lakewood,CO,0.7837,Positive,Passive,1446748200.0
a2p1U000000RpqtQAC,friendly and professional staff  appointments are on time ,02-01-2018,8,Puyallup Meeker's Landing Clinic,Puyallup,WA,0.2255,Positive,Passive,1514831400.0
a2p1U000000RoNoQAK,i left feeling worse than when i came in  the doctor i saw was overbearing ,05-04-2019,0,DTC Centrum Healthcare Center Clinic,Greenwood Village,CO,0.7615,Positive,Detractor,1554402600.0
a2p1U000000Ruu0QAC,                                                                                                                                                                                                                                                                                                                   ,18-09-2014,8,Oconomowoc Sentry Equipment Clinic,Oconomowoc,WI,0.0,Neutral,Passive,1410978600.0
a2p1U000000RvGCQA0,in this last visit i learned once i had retired and moved to medicare i could no longer be a client of paladina health  i am so sad to receive this information  why would i recommend paladina to my friends when most of us are reaching that    magic    age of     ,30-09-2019,8,DTC Centrum Healthcare Center Clinic,Greenwood Village,CO,0.8553,Positive,Passive,1569781800.0
a2p1U000000RpcOQAS,it is a good practice,25-09-2017,8,Colorado Springs Wall Street Clinic,Colorado Springs,CO,0.4404,Positive,Passive,1506277800.0
a2p1U000000RsfOQAS,competent  curtious,07-11-2015,8,Broomfield Buffalo Ridge Clinic,Broomfield,CO,0.9485,Positive,Passive,1446834600.0
a2p1U000000RpWLQA0,the personal service  was great,31-07-2017,8,Euclid Lincoln Electric Clinic,Euclid,OH,0.4019,Positive,Passive,1501439400.0
a2p1U000000RqfEQAS,they really pay attention and listen to me  i feel like they re not rushed ,02-05-2014,5,Tacoma Health Center,Tacoma,WA,0.4548,Positive,Detractor,1398969000.0
a2p1U000000RsuhQAC,good doctors,03-03-2016,8,Louisville Seven Counties Broadway Clinic,Louisville,KY,0.4939,Positive,Passive,1456943400.0
a2p1U000000RqKtQAK,i like the no wait appointment and calm atmosphere  individual service received   i don t like receiving a lot of prescriptions although they may be good for me and it is my fault for the condition i am in   it is hard for most nurses to get blood it is a    minute drive both ways to get there from my residence ,06-05-2016,9,Louisville Park Plaza Clinic,Louisville,KY,0.5267,Positive,Promoter,1462473000.0
a2p1U000000RvZdQAK,i didnt really feel welcomed at all  no one introduced themselves to me or had good bed side manor ,03-09-2019,4,Colorado Springs Wall Street Clinic,Colorado Springs,CO,0.4404,Positive,Detractor,1567449000.0
a2p1U000000Roy0QAC,i feel i am getting close personal service ,31-08-2018,8,Tacoma Health Center,Tacoma,WA,0.9609,Positive,Passive,1535653800.0
a2p1U000000RqeMQAS,friendly,26-06-2014,5,Puyallup Meeker's Landing Clinic,Puyallup,WA,0.7056,Positive,Detractor,1403721000.0
a2p1U000000RvZJQA0,staff is nice and quality of care,03-09-2019,5,Grand Junction Trailhead Clinic,Grand Junction,CO,0.6115,Positive,Detractor,1567449000.0
a2p1U000000RtKUQA0,the lack of a consistent doctor has been very frustrating  some of the doctors have been great and others less so ,05-02-2017,6,Pueblo West Generations Primary Care,Pueblo West,CO,0.4215,Positive,Detractor,1486233000.0
a2p1U000000RsROQA0,i really liked my experience with my paladina visit and what paladina can do   that being said  that model of patient care is not for everyone   i would only recommend it for those looking for the care model paladina provides ,03-09-2015,8,Arvada City of Arvada Clinic,Arvada,CO,0.0,Neutral,Passive,1441218600.0
a2p3g000000L1POAA0,i ve been satisfied with the service ,08-06-2020,8,Arvada City of Arvada Clinic,Arvada,CO,0.7579,Positive,Passive,1591554600.0
a2p1U000000RqLXQA0,it is very convenient  but not too organized and reliable,22-05-2016,6,Louisville Humana West Health Center,Louisville,KY,0.4939,Positive,Detractor,1463855400.0
a2p1U000000RqEHQA0,quick access to doctor appointments ,20-03-2019,8,Akron-White Pond Drive Clinic,Akron,OH,0.4404,Positive,Passive,1553020200.0
a2p3g000000LAedAAG,i have received high quality services from paladina and i like the model where there is more personalized attention during visits  the turnover of doctors has been a bit of a concern ,29-06-2020,8,Denver Lowry Medical Plaza Clinic,Denver,CO,0.8998,Positive,Passive,1593369000.0
a2p1U000000RotdQAC,good services  low cost ,30-07-2018,8,Louisville Park Plaza Clinic,Louisville,KY,0.1531,Positive,Passive,1532889000.0
a2p1U000000Rsw3QAC,it s not a bad system  but i would appreciate the primary doctors office being closer to my home ,24-03-2016,8,Lakewood Belmar Medical Building Clinic,Lakewood,CO,0.5106,Positive,Passive,1458757800.0
a2p1U000000RoSIQA0,ease,03-05-2019,8,Denver Lowry Medical Plaza Clinic,Denver,CO,0.5106,Positive,Passive,1556821800.0
a2p1U000000RqUUQA0,convenient scheduling   location,08-01-2015,7,Arvada City of Arvada Clinic,Arvada,CO,0.1761,Positive,Passive,1420655400.0
a2p1U000000Rp1YQAS,i ve been able to get basic preventive care promptly ,17-09-2018,6,Lakewood Belmar Medical Building Clinic,Lakewood,CO,0.0,Neutral,Detractor,1537122600.0
a2p3g000000LAdTAAW,great nurses  great office  only complaint is dr thomas has somewhat inconvenient office hours ,07-07-2020,8,Akron-White Pond Drive Clinic,Akron,OH,0.6369,Positive,Passive,1594060200.0
a2p3g000000KzEWAA0,i don t often just recommend doctors to people   if they ask i would definitely suggest paladina health   it has been wonderful and easy ,14-02-2020,7,Akron-White Pond Drive Clinic,Akron,OH,0.8858,Positive,Passive,1581618600.0
a2p1U000000RpokQAC,holistic approach  attentive staff  and knowledgeable doctor ,18-12-2017,8,Louisville Seven Counties Broadway Clinic,Louisville,KY,0.3612,Positive,Passive,1513535400.0
a2p1U000000RsSAQA0,communication seemed to be lacking between the doctor and receptionist   it took over a week to get my medication called into my pharmacy   the medication was only called in because i had to call back and ask for it   then i had to provide my pharmacy information again    incredibly frustrating,23-07-2015,2,Littleton Highline Professional Center Clinic,Littleton,CO,-0.3182,Negative,Detractor,1437589800.0
a2p1U000000RsysQAC,even though dr  ritter is here a lot it is sometimes difficult to get an appointment sooner than later ,22-09-2016,7,Oconomowoc Sentry Equipment Clinic,Oconomowoc,WI,0.4939,Positive,Passive,1474482600.0
a2p1U000000RvZKQA0,when i arrived  no one was at the desk   although i was notified to avoid scents  there was a strong smell of food   i was asked about my medications and the staff asking seemed unfamiliar with them   i asked if i could write down the names  and was told that they would do the writing   i later asked if i could see what they had written  and was not allowed   that made me decidedly uncomfortable   the phlebotomist who took my blood put the needle into an awkward vein and had to try again in the other arm   i have difficult veins  so this didn t surprise me but it didn t help ,03-09-2019,2,Seven Hills Lombardo Center Clinic,Seven Hills,OH,0.8555,Positive,Detractor,1567449000.0
a2p1U000000RqBeQAK,  items i thought that i was to have a annual checkup i showed up of the event and all that was done was to take blood    next item was i called to see if i could talk to the doctor about needing asthma meds for i was to be out of town for some time in my opinion the staff dropped the ball and did next to nothing not listening to what i had to say    very bad,08-03-2019,1,Grand Junction Trailhead Clinic,Grand Junction,CO,0.3597,Positive,Detractor,1551983400.0
a2p3g000000KzJtAAK,the paladina health in boulder didn t do a thing  my throat was swollen and they didn t do any strep test nor gave me any medication for symptoms ,10-03-2020,0,Arvada City of Arvada Clinic,Arvada,CO,0.8292,Positive,Detractor,1583778600.0
a2p1U000000RqHFQA0,simple access to care ,20-04-2016,8,Denver State Capitol Clinic,Denver,CO,0.0,Neutral,Passive,1461090600.0
a2p1U000000RtMtQAK,the wait time was low  and the nurses were fantastic  dr  cook is unlike any doctor i ve ever had  he s funny  and personable  which was such a nice change from my usual doctor experiences ,25-04-2017,8,Tacoma Health Center,Tacoma,WA,0.0,Positive,Passive,1493058600.0
a2p3g000000KzGrAAK,convenience and easy access to doctors and service ,25-02-2020,8,Denver 15th Street Clinic,Denver,CO,0.1815,Positive,Passive,1582569000.0
a2p1U000000RsXEQA0,fast service  friendly staff ,25-06-2015,8,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,0.4939,Positive,Passive,1435170600.0
a2p1U000000RtIgQAK,so far  i ve liked the service   attitude of everyone in the office,22-02-2017,8,Aurora Cornerstar Plaza Clinic,Aurora,CO,0.6597,Positive,Passive,1487701800.0
a2p1U000000RsefQAC,interesting concept  not entirely sure i like going through a medical home for everything   some things  mammogram  dermatology  require specialists and i d rather go direct ,30-11-2015,8,Aurora Cornerstar Plaza Clinic,Aurora,CO,0.6908,Positive,Passive,1448821800.0
a2p1U000000RqYVQA0,the doctor should have asked if needed cough syrup and she did not and wanted me to call back   days later to see if i was still sick ,02-10-2014,5,Denver 15th Street Clinic,Denver,CO,-0.3818,Negative,Detractor,1412188200.0
a2p1U000000Rt6bQAC,the dr is a really nice guy,01-12-2016,8,Boulder Goose Creek Clinic,Boulder,CO,0.0,Positive,Passive,1480530600.0
a2p1U000000Rq4uQAC,fast knowledgeable and personal care ,06-02-2019,7,Boulder Goose Creek Clinic,Boulder,CO,0.0,Positive,Passive,1549391400.0
a2p1U000000RscBQAS,it is a company account    cannot refer friends   colleagues can sign up at the beginning of the year ,17-04-2014,5,New Berlin Health Center,New Berlin,WI,0.1927,Positive,Detractor,1397673000.0
a2p1U000000RqbrQAC,the staff are so polite and have great customer service  the health care and attention you receive from doctors is top knotch ,25-07-2014,5,Federal Way 32nd Ave Clinic,Federal Way,WA,0.0,Positive,Detractor,1406226600.0
a2p1U000000Ro5bQAC,on time appt,07-04-2018,8,Avon Sheffield Detroit Ave Clinic,Sheffield Village,OH,0.7096,Positive,Passive,1523039400.0
a2p3g000000LAc8AAG,because it s for bemis employees,11-07-2020,7,Sheboygan Falls Plankview Office,Sheboygan Falls,WI,0.0,Neutral,Passive,1594405800.0
a2p1U000000RshWQAS,great response took care of me quickly and compassionately,17-12-2015,6,Mayville Metalcraft Clinic,Mayville,WI,0.8126,Positive,Detractor,1450290600.0
a2p3g000000pRNQAA2,dr  davidson was attentive and took the time to listen to my concerns  it was a clean office  the other staff were kind and attentive as well  it was a pleasant experience and i look forward to being a patient of this practice ,03-11-2020,8,Pueblo West Generations Primary Care,Pueblo West,CO,0.8462,Positive,Passive,1604341800.0
a2p3g000000pxPOAAY,great  fast service,31-12-2020,8,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,0.2479,Positive,Passive,1609353000.0
a2p3g000000q0azAAA,prompt service response and have enjoyed both doctors i ve worked with ,06-01-2021,8,Denver Lowry Medical Plaza Clinic,Denver,CO,0.7184,Positive,Passive,1609871400.0
a2p3g000000KzFDAA0,good experience  weird office location,18-02-2020,8,Arvada City of Arvada Clinic,Arvada,CO,0.4939,Positive,Passive,1581964200.0
a2p3g000000qK2QAAU,satisfaction,04-02-2021,8,Avon Sheffield Detroit Ave Clinic,Sheffield Village,OH,0.6486,Positive,Passive,1612377000.0
a2p3g000000KzIOAA0,flexible  quick response,04-03-2020,8,Arvada City of Arvada Clinic,Arvada,CO,0.0,Neutral,Passive,1583260200.0
a2p1U000000RpbuQAC,staff friendly  took time to explain,28-09-2017,8,Mentor Great Lakes Plaza Clinic,Mentor,OH,0.0,Positive,Passive,1506537000.0
a2p1U000000RpGWQA0,i was supposed to get my blood drawn and for some reason after trying multiple different arms  hands and times paladina was unable to draw blood  i came in the next morning to get blood drawn again and again paladina tried multiple different routes without any luck and finally after trying for almost    mins  paladina says that i now have to go get my blood drawn at labs  there should be a specialized person at paladina who knows how to draw blood without making the patient deal with all of the difficulty to get blood drawn ,10-07-2019,0,Tacoma Health Center,Tacoma,WA,0.539,Positive,Detractor,1562697000.0
a2p1U000000RoQtQAK,i went to have my injured knee looked at     they sent me to x ray the same afternoon   that was great  thursady they said x ray showed no brakes but a possible issue with knee cap  try mri   has been two weeks and today the   th the doctor said he will try to get mri like he said last week but may take another week or two   could send to knee specialist but that would take longer   meanwhile i am getting around on an injured knee that really hasn t been thoroughly checked    not very happy,17-04-2019,3,Puyallup Meeker's Landing Clinic,Puyallup,WA,0.0,Neutral,Detractor,1555439400.0
a2p4w000001ptyfAAA,doctors are friendly and patient ,09-04-2021,8,Akron-White Pond Drive Clinic,Akron,OH,0.296,Positive,Passive,1617906600.0
a2p1U000000l8KcQAI,little wait time  took time to listen and very accommodating,23-12-2019,8,Mentor Great Lakes Plaza Clinic,Mentor,OH,0.7845,Positive,Passive,1577039400.0
a2p1U000000RqOrQAK,felt it was adequate for basic needs ,08-04-2014,6,Arvada City of Arvada Clinic,Arvada,CO,-0.8555,Negative,Detractor,1396895400.0
a2p1U000000RqcLQAS,i have received excellent service and the dr  s take the time to listen when i have an issue ,16-07-2015,8,Tacoma Health Center,Tacoma,WA,0.3064,Positive,Passive,1436985000.0
a2p1U000000RsSSQA0,the lakewood clinic got me in for an exam the same week i called  the staff was extremely helpful and accommodating  and dr  d  was very patient and thorough  and provided very helpful advice ,16-07-2015,8,Littleton Highline Professional Center Clinic,Littleton,CO,0.6124,Positive,Passive,1436985000.0
a2p1U000000RqVEQA0,i was the only patient in the office and when i saw the doctor   it was like i had interrupted her day  she just seemed to be there doing her job and since i was a new patient  i would of thought she would of been more friendly     the nurse that day was very nice ,27-10-2014,4,Arvada City of Arvada Clinic,Arvada,CO,0.5233,Positive,Detractor,1414348200.0
a2p1U000000RocKQAS,i really like the puyallup location dr  but not so much at the federal way office ,19-11-2018,8,Puyallup Meeker's Landing Clinic,Puyallup,WA,0.4939,Positive,Passive,1542565800.0
a2p3g000000q3NjAAI,normally my visit was good  this visit was not  saw a nurse practitioner instead of doctor  felt like i didn t get same attention  then was to have blood work done but the lady was unable to draw blood  poked both arms and fished around to get nothing  ended up sending me down the street to labcorp to have done and costed me     plus dollers it was a whole new crew  never saw any of these people before  hope you get back to old staff ,11-01-2021,6,Akron S. Main Health Center,Akron,OH,0.8074,Positive,Detractor,1610303400.0
a2p3g000000qItBAAU,my doctor took time to ask questions and completed a very extensive history,02-02-2021,7,Northglenn Metro North Clinic,Northglenn,CO,0.0,Neutral,Passive,1612204200.0
a2p1U000000Rp5iQAC,the staff was very friendly and acted interested in me as a person   the doctor was friendly and very approachable and non judgemental ,15-10-2018,8,North Canton Lauby Rd,North Canton,OH,0.4118,Positive,Passive,1539541800.0
a2p1U000000Rq0jQAC,good experience,17-03-2018,8,Mayville Metalcraft Clinic,Mayville,WI,0.25,Positive,Passive,1521225000.0
a2p1U000000RqYKQA0,great personal care  easy to get it  doctor accessibility  friendly and caring staff,07-08-2014,8,Denver 15th Street Clinic,Denver,CO,0.4588,Positive,Passive,1407349800.0
a2p1U000000RppGQAS,convenience  support from doctor for long term health goals ,18-12-2017,8,Denver 15th Street Clinic,Denver,CO,0.917,Positive,Passive,1513535400.0
a2p1U000000RpToQAK,quick service professional they seem to care about your wellbeing not just a number ,13-07-2017,8,Monroe Campus Park Clinic,Monroe,NC,0.2514,Positive,Passive,1499884200.0
a2p1U000000RpFSQA0,the paladina staff is always  thorough  accurate    caring with their treatments   assessments of any medical diagnostics exams proceedings ,01-07-2019,8,Louisville Humana East Health Center,Louisville,KY,0.0,Positive,Passive,1561919400.0
a2p3g000000Kyu0AAC,some disorganization at this new site  first appointment discovered no lab services available so had to return another day  now labs have been in portal a week but no call regarding abnormal results that need attention ,24-01-2020,8,SSM Health DirectCare Creve Coeur,Creve Coeur,MO,0.0,Neutral,Passive,1579804200.0
a2p1U000000RsWtQAK,good  convenient service ,13-03-2015,8,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,0.9076,Positive,Passive,1426185000.0
